1742,"1742"
2210,"2210"
654,"654"
3096,"3096"
448,"448"
2018,"2018"
1080,"1080"
2506,"2506"
1042,"1042"
3566,"3566"
1408,"1408"
3748,"3748"
122,"122"
2894,"2894"
1908,"1908"
2146,"2146"
1838,"1838"
2620,"2620"
1182,"1182"
3550,"3550"
1806,"1806"
2994,"2994"
556,"556"
3504,"3504"
1462,"1462"
3242,"3242"
232,"232"
3800,"3800"
268,"268"
3492,"3492"
114,"114"
3820,"3820"
778,"778"
2912,"2912"
652,"652"
3626,"3626"
1020,"1020"
3814,"3814"
1746,"1746"
3674,"3674"
770,"770"
2292,"2292"
644,"644"
3418,"3418"
538,"538"
3478,"3478"
260,"260"
3974,"3974"
874,"874"
2276,"2276"
1016,"1016"
2934,"2934"
1632,"1632"
3528,"3528"
478,"478"
3262,"3262"
1234,"1234"
3840,"3840"
1444,"1444"
2308,"2308"
1752,"1752"
3120,"3120"
1226,"1226"
3466,"3466"
322,"322"
2772,"2772"
1476,"1476"
2964,"2964"
456,"456"
2464,"2464"
836,"836"
2346,"2346"
1636,"1636"
3142,"3142"
1682,"1682"
3902,"3902"
362,"362"
2024,"2024"
1958,"1958"
3060,"3060"
498,"498"
3794,"3794"
1328,"1328"
3456,"3456"
1494,"1494"
2950,"2950"
550,"550"
3694,"3694"
610,"610"
2086,"2086"
1140,"1140"
3140,"3140"
742,"742"
3944,"3944"
576,"576"
2110,"2110"
482,"482"
3888,"3888"
260,"260"
2688,"2688"
1048,"1048"
2774,"2774"
1572,"1572"
2662,"2662"
890,"890"
2638,"2638"
1432,"1432"
3226,"3226"
792,"792"
3618,"3618"
378,"378"
2742,"2742"
202,"202"
3496,"3496"
1196,"1196"
2454,"2454"
1554,"1554"
3316,"3316"
1040,"1040"
2726,"2726"
678,"678"
2830,"2830"
426,"426"
3456,"3456"
398,"398"
2024,"2024"
912,"912"
2418,"2418"
284,"284"
2208,"2208"
1616,"1616"
3748,"3748"
1718,"1718"
3352,"3352"
1894,"1894"
2726,"2726"
636,"636"
2008,"2008"
1656,"1656"
3866,"3866"
1620,"1620"
2224,"2224"
1514,"1514"
3770,"3770"
1538,"1538"
2118,"2118"
660,"660"
3760,"3760"
860,"860"
2970,"2970"
336,"336"
2200,"2200"
1072,"1072"
3014,"3014"
634,"634"
2122,"2122"
800,"800"
2970,"2970"
940,"940"
3086,"3086"
450,"450"
2148,"2148"
492,"492"
3000,"3000"
768,"768"
3874,"3874"
1542,"1542"
2446,"2446"
612,"612"
2076,"2076"
910,"910"
2436,"2436"
1028,"1028"
3094,"3094"
1656,"1656"
3096,"3096"
1658,"1658"
3802,"3802"
1006,"1006"
3482,"3482"
1318,"1318"
3326,"3326"
722,"722"
2746,"2746"
1456,"1456"
2184,"2184"
1180,"1180"
3268,"3268"
16,"16"
3982,"3982"
474,"474"
2392,"2392"
1052,"1052"
3258,"3258"
1684,"1684"
2232,"2232"
1284,"1284"
3486,"3486"
1464,"1464"
2588,"2588"
342,"342"
2894,"2894"
1628,"1628"
3062,"3062"
120,"120"
3226,"3226"
772,"772"
3834,"3834"
1332,"1332"
2268,"2268"
220,"220"
3396,"3396"
24,"24"
3576,"3576"
1598,"1598"
2222,"2222"
1130,"1130"
2760,"2760"
1546,"1546"
3048,"3048"
946,"946"
3190,"3190"
1540,"1540"
3406,"3406"
1450,"1450"
2696,"2696"
512,"512"
3712,"3712"
1224,"1224"
2112,"2112"
1620,"1620"
2856,"2856"
736,"736"
2404,"2404"
178,"178"
3788,"3788"
1046,"1046"
2216,"2216"
1134,"1134"
3316,"3316"
1046,"1046"
2984,"2984"
1402,"1402"
3714,"3714"
1798,"1798"
2128,"2128"
1584,"1584"
3370,"3370"
1144,"1144"
2092,"2092"
640,"640"
3954,"3954"
970,"970"
3488,"3488"
466,"466"
2468,"2468"
1568,"1568"
2964,"2964"
1490,"1490"
3182,"3182"
264,"264"
3514,"3514"
944,"944"
2556,"2556"
114,"114"
2922,"2922"
1870,"1870"
3570,"3570"
248,"248"
2612,"2612"
732,"732"
2652,"2652"
108,"108"
3136,"3136"
1908,"1908"
2068,"2068"
1410,"1410"
2744,"2744"
798,"798"
2420,"2420"
1720,"1720"
2116,"2116"
1144,"1144"
2684,"2684"
1250,"1250"
2426,"2426"
174,"174"
3776,"3776"
1130,"1130"
3354,"3354"
646,"646"
3988,"3988"
296,"296"
3682,"3682"
422,"422"
3438,"3438"
72,"72"
2042,"2042"
174,"174"
3280,"3280"
4,"4"
2844,"2844"
384,"384"
2242,"2242"
1178,"1178"
2708,"2708"
1940,"1940"
3892,"3892"
606,"606"
3464,"3464"
124,"124"
3686,"3686"
238,"238"
2090,"2090"
1098,"1098"
3620,"3620"
1342,"1342"
2372,"2372"
196,"196"
3460,"3460"
904,"904"
2354,"2354"
1300,"1300"
2398,"2398"
744,"744"
3278,"3278"
1052,"1052"
2208,"2208"
442,"442"
2652,"2652"
1862,"1862"
2548,"2548"
1084,"1084"
3922,"3922"
1578,"1578"
3434,"3434"
1502,"1502"
2614,"2614"
140,"140"
2042,"2042"
1636,"1636"
3932,"3932"
1620,"1620"
3404,"3404"
524,"524"
3666,"3666"
1774,"1774"
3614,"3614"
1220,"1220"
3958,"3958"
1220,"1220"
3556,"3556"
1764,"1764"
2366,"2366"
1818,"1818"
3642,"3642"
1856,"1856"
3218,"3218"
1016,"1016"
3544,"3544"
242,"242"
3850,"3850"
1666,"1666"
2740,"2740"
676,"676"
3328,"3328"
1230,"1230"
3838,"3838"
334,"334"
3466,"3466"
880,"880"
2042,"2042"
1490,"1490"
3762,"3762"
904,"904"
3162,"3162"
28,"28"
